"","koi_disposition","koi_period","koi_period_err1","koi_period_err2","koi_time0bk","koi_time0bk_err1","koi_time0bk_err2","koi_impact","koi_impact_err1","koi_impact_err2","koi_duration","koi_duration_err1","koi_duration_err2","koi_depth","koi_depth_err1","koi_depth_err2","koi_prad","koi_prad_err1","koi_prad_err2","koi_teq","koi_insol","koi_insol_err1","koi_insol_err2","koi_model_snr","koi_steff","koi_steff_err1","koi_steff_err2","koi_slogg","koi_slogg_err1","koi_slogg_err2","koi_srad","koi_srad_err1","koi_srad_err2","ra","dec","koi_kepmag"
"1793","FALSE POSITIVE",38.103908,0.0002255,-0.0002255,161.08647,0.00476,-0.00476,0.987,68.56,-0.005,3.837,0.223,-0.223,961.1,56.1,-56.1,4.08,0.51,-0.51,456,10.22,4.33,-3.29,20.3,5250,158,-158,4.522,0.088,-0.072,0.771,0.096,-0.096,290.703,38.567032,15.469
"1795","CONFIRMED",91.500873,0.0005231,-0.0005231,165.67309,0.00493,-0.00493,0.032,0.405,-0.032,4.842,0.126,-0.126,704.8,35.8,-35.8,1.82,0.13,-0.07,310,2.18,0.53,-0.32,22.6,5051,111,-90,4.628,0.017,-0.052,0.706,0.047,-0.03,296.85101,50.698929,14.447
"1796","CONFIRMED",44.2993483,0.0002664,-0.0002664,141.28194,0.00497,-0.00497,0.614,0.346,-0.389,4.298,0.146,-0.146,797.9,38.7,-38.7,2.68,0.22,-0.21,463,10.85,2.66,-2.18,23.2,5316,85,-74,4.459,0.077,-0.063,0.915,0.074,-0.074,282.03329,44.478008,15.115
"1797","FALSE POSITIVE",3.13877646,1.164e-05,-1.164e-05,133.65614,0.00338,-0.00338,0.436,0.026,-0.436,1.6663,0.0922,-0.0922,174.1,10.3,-10.3,0.97,0.13,-0.11,1022,257.32,114.36,-76.04,20.2,5242,157,-157,4.556,0.09,-0.099,0.722,0.096,-0.078,299.85184,43.732182,14.364
"1801","CONFIRMED",6.89213244,3.308e-05,-3.308e-05,131.63179,0.00393,-0.00393,0.541,0.04,-0.446,1.725,0.114,-0.114,82,6,-6,1.35,0.23,-0.19,1177,454.45,214.98,-147.11,17.3,6164,110,-135,4.227,0.11,-0.11,1.446,0.248,-0.203,290.87137,45.410301,12.618
"1810","CONFIRMED",23.34036251,9.674e-05,-9.674e-05,136.20727,0.00354,-0.00354,0.25,0.206,-0.25,2.054,0.111,-0.111,615.1,40.1,-40.1,2.21,0.53,-0.36,601,30.94,22.86,-11.71,18.2,5530,165,-165,4.425,0.153,-0.187,0.892,0.217,-0.145,287.29251,39.383221,15.23
"1811","CONFIRMED",37.8034121,0.0003744,-0.0003744,155.37719,0.00607,-0.00607,0.968,0.021,-0.716,4.641,0.34,-0.34,678.1,36.1,-36.1,2.95,0.54,-0.23,460,10.57,6.24,-2.61,20.2,5329,175,-159,4.572,0.032,-0.128,0.819,0.149,-0.064,288.64252,46.21566,15.191
"1812","CONFIRMED",15.03366411,6.423e-05,-6.423e-05,144.98055,0.00349,-0.00349,0.01,0.427,-0.01,3.272,0.103,-0.103,374.9,19.9,-19.9,1.7,0.21,-0.08,669,47.32,15.67,-6.57,22.2,5523,74,-82,4.526,0.026,-0.111,0.891,0.11,-0.039,298.45013,44.284012,14.837
"1813","CONFIRMED",131.485184,0.001433,-0.001433,177.48749,0.00575,-0.00575,0.578,0.05,-0.454,5.294,0.245,-0.245,557.8,33.7,-33.7,3.03,0.52,-0.51,400,6.08,2.83,-2.21,19.4,5765,105,-116,4.236,0.162,-0.108,1.242,0.209,-0.209,287.1532,42.421612,14.895
"1814","CONFIRMED",16.2908527,0.0001407,-0.0001407,132.11774,0.00593,-0.00593,0.105,0.353,-0.105,3.176,0.188,-0.188,44.1,3.6,-3.6,0.52,0.05,-0.03,622,35.48,10.27,-6.33,14.5,5425,108,-108,4.549,0.039,-0.072,0.797,0.073,-0.045,289.54514,39.164429,11.671
"1819","CONFIRMED",147.281212,0.001212,-0.001212,148.80124,0.00668,-0.00668,0.474,0.001,-0.455,7.375,0.217,-0.217,452.8,30,-30,2.28,0.35,-0.29,353,3.69,1.62,-1.08,17.3,5708,114,-103,4.365,0.115,-0.103,1.054,0.161,-0.135,292.31467,48.140461,14.685
"1830","CONFIRMED",3.757294695,6.729e-06,-6.729e-06,133.95965,0.00148,-0.00148,0.586,0.362,-0.372,0.9269,0.0657,-0.0657,273.3,16.7,-16.7,1.23,0.1,-0.03,877,139.89,32.45,-16.28,23.4,4901,78,-78,4.618,0.012,-0.054,0.716,0.054,-0.021,290.26535,40.548649,14.099
"1832","CONFIRMED",4.64495172,2.568e-05,-2.568e-05,136.02095,0.00521,-0.00521,0.301,0.147,-0.301,3.366,0.123,-0.123,147.4,8.6,-8.6,1.38,0.41,-0.22,1209,504.23,453.09,-189.86,19.8,6047,180,-180,4.343,0.128,-0.192,1.129,0.338,-0.182,284.32852,40.568909,14.338
"1833","CONFIRMED",16.6671415,0.0001253,-0.0001253,141.76551,0.00634,-0.00634,0.444,0.042,-0.422,3.526,0.197,-0.197,175,11,-11,0.7,0.04,-0.04,469,11.47,2.87,-2.52,17.9,4729,143,-143,4.726,0.045,-0.024,0.525,0.028,-0.032,288.45605,45.80212,13.831
"1834","FALSE POSITIVE",16.48686712,3.61e-05,-3.61e-05,139.20338,0.00169,-0.00169,1.198,70.49,-0.479,1.431,0.11,-0.11,987.9,58,-58,27.45,7.49,-3.2,760,78.99,63.75,-26.23,22.1,6090,169,-232,4.447,0.06,-0.192,1.071,0.292,-0.125,296.56006,46.857479,15.315
"1850","FALSE POSITIVE",34.135676,0.002154,-0.002154,157.7959,0.0446,-0.0446,0.087,0.366,-0.087,9.12,1.9,-1.9,622,103,-103,13.98,4.73,-8.8,1526,1281.86,1281.02,-1133.26,8.6,7818,216,-325,3.365,0.704,-0.176,5.555,1.883,-3.496,295.24734,45.757401,12.963
"1854","CONFIRMED",31.0325991,0.0002042,-0.0002042,152.27157,0.00561,-0.00561,0.611,0.026,-0.488,3.476,0.193,-0.193,737.4,49.6,-49.6,2.64,0.72,-0.25,561,23.41,19.68,-6.91,17.6,5841,182,-223,4.52,0.046,-0.184,0.931,0.257,-0.086,296.71274,48.272308,15.728
"1856","CONFIRMED",4.150297119,7.674e-06,-7.674e-06,134.9355,0.00149,-0.00149,0.971,0.025,-0.698,1.2058,0.0801,-0.0801,593.4,30.6,-30.6,3.03,0.26,-0.16,981,218.44,54.89,-33.37,24.2,5290,84,-73,4.519,0.039,-0.072,0.858,0.072,-0.046,282.14923,43.37859,14.854
"1857","CONFIRMED",5.89661966,4.591e-05,-4.591e-05,134.03046,0.00701,-0.00701,0.039,0.419,-0.039,3.154,0.189,-0.189,144,10.4,-10.4,1.28,0.26,-0.22,1000,237.1,128.71,-82.04,15.3,5392,80,-72,4.314,0.165,-0.15,1.087,0.224,-0.184,285.93069,39.098141,14.622
"1860","CONFIRMED",56.7769831,0.0003333,-0.0003333,181.09789,0.00413,-0.00413,0.703,0.042,-0.505,6.864,0.152,-0.152,884.3,28.4,-28.4,3.21,0.8,-0.34,491,13.74,10.38,-4.03,33.6,6063,181,-181,4.476,0.055,-0.165,1.012,0.252,-0.108,287.47763,46.141178,15.273
"1864","FALSE POSITIVE",18.5084526,0.0001311,-0.0001311,131.54555,0.0057,-0.0057,1.258,71.8,-2.217,6.596,0.249,-0.249,758.9,28.7,-28.7,29.33,8.82,-2.94,683,51.32,46.25,-14.91,30.1,5942,176,-193,4.506,0.039,-0.208,0.938,0.282,-0.094,289.84286,38.309601,15.253
"1871","FALSE POSITIVE",8.46354384,2.198e-05,-2.198e-05,134.35341,0.0024,-0.0024,0.387,0.076,-0.386,1.4078,0.0639,-0.0639,792.2,37.2,-37.2,2.51,0.57,-0.29,805,99.37,72.47,-30.74,26.1,5427,187,-168,4.495,0.066,-0.154,0.887,0.203,-0.102,297.52542,49.401451,15.338
"1875","CONFIRMED",16.4581861,5.977e-05,-5.977e-05,134.01969,0.00301,-0.00301,0.108,0.349,-0.108,1.9637,0.0872,-0.0872,435.8,23.4,-23.4,1.82,0.23,-0.09,644,40.61,13.74,-5.93,22.4,5475,73,-82,4.521,0.028,-0.105,0.884,0.112,-0.042,294.52545,49.872471,14.64
"1882","FALSE POSITIVE",6.2141496,3.047e-05,-3.047e-05,132.25182,0.00412,-0.00412,0.403,0.023,-0.403,10.141,0.109,-0.109,183.4,3.9,-3.9,4.27,1.26,-2.95,1506,1216.48,1125.91,-1115.23,53.4,5295,184,-184,3.617,0.84,-0.21,3.152,0.933,-2.176,291.72916,38.070019,13.439
"1883","CONFIRMED",31.5888979,0.0001211,-0.0001211,155.61538,0.00306,-0.00306,0.194,0.251,-0.194,3.438,0.0986,-0.0986,360.6,15.6,-15.6,2.59,0.4,-0.49,682,51.02,21.79,-19.93,27.3,5866,105,-117,4.175,0.182,-0.098,1.367,0.209,-0.256,294.56693,46.075802,14.143
"1886","CONFIRMED",11.92979348,6.659e-05,-6.659e-05,136.66919,0.00464,-0.00464,0.003,0.412,-0.003,6.152,0.122,-0.122,709.3,28.1,-28.1,2.43,0.68,-0.24,770,83.04,67.79,-24.19,27.8,5831,157,-192,4.517,0.048,-0.204,0.921,0.256,-0.092,288.30869,51.478291,15.844
"1892","CONFIRMED",14.83340944,8.043e-05,-8.043e-05,135.44213,0.0049,-0.0049,0.399,0.086,-0.399,3.927,0.179,-0.179,783,47.6,-47.6,2.54,0.31,-0.18,694,54.74,17.87,-10.23,19.1,5570,74,-83,4.471,0.064,-0.096,0.904,0.11,-0.064,293.98358,39.57288,15.707
"1894","CONFIRMED",101.1323475,0.0005876,-0.0005876,210.18316,0.00443,-0.00443,0.057,0.396,-0.057,4.366,0.136,-0.136,1502.9,61.9,-61.9,3.87,0.5,-0.41,380,4.91,1.73,-1.19,25.7,5492,82,-74,4.389,0.105,-0.095,1.016,0.131,-0.108,291.81302,38.088181,15.331
"1898","CONFIRMED",22.1334224,0.0001092,-0.0001092,152.18405,0.00415,-0.00415,0.025,0.422,-0.025,2.049,0.126,-0.126,654.6,48,-48,1.76,0.24,-0.13,507,15.65,7.08,-3.61,16.3,5165,153,-138,4.633,0.033,-0.082,0.702,0.096,-0.052,297.28549,41.305592,15.571
"1901","CONFIRMED",7.72085047,2.08e-05,-2.08e-05,136.563,0.00211,-0.00211,0.963,0.029,-0.717,1.8264,0.0696,-0.0696,267,12.7,-12.7,2.53,0.4,-0.4,1021,257.14,112.96,-90.31,25,5887,105,-129,4.29,0.138,-0.113,1.177,0.186,-0.186,284.49033,42.648289,13.516
"1903","CONFIRMED",4.19577385,1.568e-05,-1.568e-05,135.17605,0.00324,-0.00324,0.521,0.017,-0.468,2.1557,0.0918,-0.0918,874.2,45,-45,3.02,0.98,-0.53,1047,283.78,289.09,-116.74,23.3,5229,183,-183,4.378,0.16,-0.24,1.005,0.328,-0.177,294.84003,39.085991,15.168
"1906","CONFIRMED",4.5620407,1.624e-05,-1.624e-05,132.64295,0.00308,-0.00308,0.925,0.002,-0.648,2.8521,0.079,-0.079,81.6,4,-4,2.82,0.53,-0.98,1533,1306.97,653.71,-780.17,22.8,5343,85,-74,3.764,0.238,-0.102,2.506,0.468,-0.87,297.65143,40.352551,13.052
"1907","CONFIRMED",7.5966998,3.322e-05,-3.322e-05,131.95296,0.00376,-0.00376,0.725,0.22,-0.51,3.667,0.102,-0.102,127.5,5.7,-5.7,1.32,0.2,-0.17,964,204.34,85.61,-63.2,24.5,5716,103,-114,4.343,0.115,-0.115,1.091,0.163,-0.147,285.13831,45.004539,13.482
"1914","CONFIRMED",76.421501,0.001323,-0.001323,164.4879,0.0132,-0.0132,0.015,0.509,-0.015,7.218,0.396,-0.396,578.4,28.9,-28.9,2.81,0.42,-0.51,455,10.11,4.05,-3.69,23.9,5561,83,-75,4.263,0.168,-0.112,1.19,0.177,-0.216,289.97934,40.14283,15.165
"1919","CONFIRMED",21.1033014,7.289e-05,-7.289e-05,144.66035,0.00283,-0.00283,0.125,0.339,-0.125,2.059,0.0919,-0.0919,192.5,10.9,-10.9,1.56,0.27,-0.14,718,62.99,30.11,-15.64,21.3,6000,108,-133,4.363,0.08,-0.12,1.126,0.195,-0.105,283.75482,45.335178,13.355
"1920","CONFIRMED",95.6114617,0.000863,-0.000863,138.35664,0.00644,-0.00644,0.046,0.407,-0.046,7.489,0.244,-0.244,487.4,24,-24,2.37,0.38,-0.13,421,7.45,3.03,-1.2,21.6,6002,71,-89,4.424,0.032,-0.12,1.081,0.171,-0.061,296.70724,41.203651,14.71
"1926","CONFIRMED",8.77997349,3.19e-05,-3.19e-05,138.48383,0.00315,-0.00315,0.481,0.002,-0.481,3.2201,0.0981,-0.0981,755.7,26.6,-26.6,2.12,0.3,-0.16,713,61.24,28.71,-14.92,32.7,5191,155,-155,4.597,0.03,-0.09,0.764,0.109,-0.058,291.91287,40.953892,15.789
"1936","CONFIRMED",1.025857984,1.051e-06,-1.051e-06,131.655621,0.000841,-0.000841,0.779,0.137,-0.579,0.8069,0.0351,-0.0351,270.7,10.2,-10.2,1.57,0.08,-0.1,1520,1264.7,226.59,-228.03,36,5123,82,-82,4.501,0.066,-0.038,0.847,0.044,-0.055,292.51398,42.65176,14.413
"1939","CONFIRMED",1.615357809,2.324e-06,-2.324e-06,132.7846,0.00121,-0.00121,0.931,0.007,-0.679,1.1435,0.0377,-0.0377,499.6,20.7,-20.7,1.37,0.09,-0.13,806,99.32,23.7,-25.18,31.2,3821,76,-84,4.755,0.056,-0.028,0.486,0.034,-0.047,292.76993,48.89962,15.655
"1942","FALSE POSITIVE",6.78341325,2.387e-05,-2.387e-05,136.10468,0.00307,-0.00307,0.665,0.258,-0.431,3.5437,0.0785,-0.0785,501.2,14.9,-14.9,20.75,7.85,-2.62,2628,11295.61,11495.77,-2976.92,35.3,5096,77,-46,2.435,0.117,-0.143,8.769,3.319,-1.106,292.95416,41.934799,15.357
"1944","CONFIRMED",42.4269647,0.0003313,-0.0003313,156.17194,0.00663,-0.00663,0.962,0.051,-0.057,5.907,0.634,-0.634,632.4,37.7,-37.7,3.44,0.55,-0.45,496,14.33,6.12,-4.14,26,5330,79,-79,4.366,0.137,-0.125,1.013,0.162,-0.133,295.66287,44.525841,15.001
"1950","CONFIRMED",3.26662733,1.395e-05,-1.395e-05,136.08452,0.00354,-0.00354,0.623,0.002,-0.503,2.056,0.113,-0.113,59.9,3.6,-3.6,0.68,0.08,-0.03,1072,312.85,104.43,-46.26,18.6,5450,108,-108,4.563,0.017,-0.094,0.842,0.093,-0.033,285.20749,45.38435,12.404
"1952","CONFIRMED",2.81814715,1.09e-05,-1.09e-05,132.25336,0.00321,-0.00321,0.305,0.165,-0.305,1.763,0.0974,-0.0974,278.6,19,-19,1.3,0.09,-0.07,1059,298.2,69.43,-52.32,16.5,5167,103,-103,4.555,0.036,-0.05,0.787,0.053,-0.043,292.23993,48.51157,15.498
"1954","CONFIRMED",0.76196247,2.216e-06,-2.216e-06,132.78371,0.00244,-0.00244,0.322,0.141,-0.321,1.282,0.0834,-0.0834,190.2,12.5,-12.5,1.08,0.07,-0.06,1638,1710.11,398.14,-300.04,18.3,5167,103,-103,4.555,0.036,-0.05,0.787,0.053,-0.043,292.23993,48.51157,15.498
"1957","CONFIRMED",3.70063251,1.772e-05,-1.772e-05,133.16065,0.00406,-0.00406,0.71,0.24,-0.492,5.408,0.102,-0.102,68.6,2.6,-2.6,1.24,0.19,-0.43,1329,737.02,316.9,-446.43,29.8,5423,108,-97,4.105,0.36,-0.112,1.404,0.21,-0.49,292.25247,40.792721,13.024
"1961","CONFIRMED",9.76293284,4.683e-05,-4.683e-05,139.15802,0.0036,-0.0036,0.499,0.005,-0.462,3.064,0.116,-0.116,553.2,27.1,-27.1,1.94,0.18,-0.23,703,57.59,20.18,-17.77,23.6,5052,151,-151,4.503,0.088,-0.072,0.816,0.078,-0.095,300.61969,45.788921,15.246
"1966","CONFIRMED",4.27226421,2.236e-05,-2.236e-05,133.21863,0.00437,-0.00437,0.744,0.225,-0.513,2.113,0.125,-0.125,48.9,3.9,-3.9,0.64,0.07,-0.03,981,218.63,72.98,-32.33,13.7,5450,108,-108,4.563,0.017,-0.094,0.842,0.093,-0.033,285.20749,45.38435,12.404
"1967","FALSE POSITIVE",2.19251903,3.267e-05,-3.267e-05,132.2332,0.0104,-0.0104,0.616,0.362,-0.407,1.845,0.333,-0.333,18.1,3.2,-3.2,0.37,0.05,-0.01,1225,533.25,177.99,-78.86,6.6,5450,108,-108,4.563,0.017,-0.094,0.842,0.093,-0.033,285.20749,45.38435,12.404
"1970","CONFIRMED",10.44087398,5.113e-05,-5.113e-05,137.97113,0.00406,-0.00406,0.914,0.039,-0.62,3.743,0.122,-0.122,821.5,40.5,-40.5,3.41,0.98,-0.49,829,111.52,93.94,-39.18,22.2,5738,156,-173,4.426,0.101,-0.188,0.981,0.281,-0.141,295.164,39.201408,15.104
"1971","FALSE POSITIVE",39.7557642,0.000333,-0.000333,150.60745,0.00443,-0.00443,1.219,6.837,-0.024,1.958,0.28,-0.28,621.8,76.5,-76.5,13.72,1,-1.21,325,2.64,0.73,-0.72,10.2,4405,119,-146,4.732,0.058,-0.031,0.511,0.037,-0.045,292.37979,47.644611,15.439
"1972","CONFIRMED",10.27127527,6.323e-05,-6.323e-05,135.17631,0.00475,-0.00475,0.046,0.414,-0.046,3.029,0.15,-0.15,343.5,24.2,-24.2,0.94,0.07,-0.08,510,16.02,4.48,-4.37,17.5,4405,119,-146,4.732,0.058,-0.031,0.511,0.037,-0.045,292.37979,47.644611,15.439
"1977","CONFIRMED",20.6180348,0.0001382,-0.0001382,145.51232,0.00464,-0.00464,0.155,0.314,-0.155,3.267,0.185,-0.185,769.5,52.1,-52.1,1.57,0.06,-0.1,359,3.92,0.65,-0.76,16.3,3757,74,-82,4.681,0.039,-0.015,0.576,0.022,-0.036,285.57434,49.962269,15.254
"1980","CONFIRMED",3.88148385,3.403e-05,-3.403e-05,135.12314,0.00773,-0.00773,0.252,0.202,-0.252,2.679,0.203,-0.203,36.3,3.6,-3.6,0.59,0.09,-0.04,1156,423,178.88,-84.77,11.9,5854,105,-128,4.469,0.04,-0.12,0.979,0.148,-0.064,289.68671,41.588928,12.32
"1985","CONFIRMED",11.96407399,5.738e-05,-5.738e-05,133.15804,0.00512,-0.00512,0.903,0.041,-0.62,4.526,0.148,-0.148,784.2,38.8,-38.8,3.21,0.92,-0.47,808,100.96,85.57,-35.47,22.9,5903,158,-175,4.437,0.101,-0.188,0.961,0.278,-0.139,280.31488,43.98571,15.361
"1989","FALSE POSITIVE",4.267961416,8.876e-06,-8.876e-06,134.07063,0.00177,-0.00177,0.255,0.204,-0.255,1.3427,0.0603,-0.0603,127.4,6.6,-6.6,1.42,0.44,-0.28,1371,834.16,774.43,-369.77,24.6,6395,176,-242,4.275,0.153,-0.187,1.237,0.39,-0.24,280.69046,43.919182,13.047
"1994","CONFIRMED",9.30991834,5.387e-05,-5.387e-05,136.39785,0.00518,-0.00518,0.551,0.019,-0.458,3.455,0.133,-0.133,114.5,6.8,-6.8,1.21,0.2,-0.14,913,164.38,72.29,-45.47,19.2,5806,104,-116,4.353,0.105,-0.116,1.101,0.174,-0.126,291.60675,42.035919,13.799
"1995","FALSE POSITIVE",18.1209388,0.0001799,-0.0001799,134.17616,0.0083,-0.0083,0.108,0.351,-0.108,3.781,0.267,-0.267,504.2,38,-38,1.68,0.14,-0.16,543,20.58,7.11,-6.14,15.8,4905,178,-178,4.536,0.072,-0.048,0.774,0.062,-0.076,295.70517,39.75684,15.486
"1997","CONFIRMED",3.98864999,4.261e-05,-4.261e-05,134.8296,0.00991,-0.00991,0.355,0.093,-0.355,3.516,0.258,-0.258,94.2,9,-9,1.15,0.19,-0.18,1233,547.73,228.78,-180.95,12.4,5692,77,-77,4.288,0.137,-0.112,1.188,0.189,-0.189,284.72894,46.206478,15.016
"1998","CONFIRMED",2.524017517,6.547e-06,-6.547e-06,133.85946,0.00221,-0.00221,0.077,0.392,-0.077,1.1968,0.0723,-0.0723,303,19.2,-19.2,1.5,0.31,-0.17,1203,495.14,324.68,-148.57,19.8,5420,177,-161,4.487,0.077,-0.143,0.871,0.18,-0.097,293.94116,41.5905,15.55
"1999","CONFIRMED",25.1123362,0.0003866,-0.0003866,146.3464,0.012,-0.012,0.007,0.434,-0.007,7.922,0.455,-0.455,398.8,36.5,-36.5,2.22,0.73,-0.31,691,53.73,52.23,-19.86,11.8,6133,171,-236,4.367,0.105,-0.21,1.112,0.366,-0.157,285.36517,49.201561,15.527
"2002","CONFIRMED",3.55557922,2.357e-05,-2.357e-05,132.75203,0.00535,-0.00535,0.269,0.187,-0.269,3.24,0.159,-0.159,60.4,4.5,-4.5,0.84,0.23,-0.15,1270,615.03,488.45,-247.94,15.5,5839,147,-161,4.337,0.153,-0.187,1.082,0.297,-0.198,294.99585,45.119579,13.845
"2006","CONFIRMED",5.25419589,1.901e-05,-1.901e-05,133.72952,0.00335,-0.00335,0.007,0.417,-0.007,2.9878,0.0812,-0.0812,461.8,20.8,-20.8,2.12,0.69,-0.22,1093,338.15,328.83,-107.3,26.1,6123,190,-232,4.472,0.054,-0.216,0.987,0.317,-0.106,292.31512,40.838821,15.659
"2007","CONFIRMED",5.90608902,3.734e-05,-3.734e-05,131.56096,0.00487,-0.00487,0.025,0.442,-0.025,2.409,0.17,-0.17,340.7,29.4,-29.4,1.77,0.55,-0.19,1012,247.83,233.88,-75.1,9.3,5966,186,-207,4.493,0.04,-0.216,0.961,0.299,-0.1,288.20764,45.683479,15.466
"2008","CONFIRMED",13.81504449,2.515e-05,-2.515e-05,181.12621,0.00145,-0.00145,0.868,0.015,-0.639,2.3244,0.0921,-0.0921,1032.6,26.1,-26.1,1.91,0.13,-0.19,391,5.52,1.28,-1.42,46.7,3732,75,-83,4.736,0.052,-0.024,0.509,0.034,-0.05,284.9986,50.14679,14.216
"2010","CONFIRMED",3.92453009,1.673e-05,-1.673e-05,132.40179,0.00398,-0.00398,0.112,0.334,-0.112,3.691,0.107,-0.107,463.5,20.8,-20.8,1.82,0.45,-0.16,1074,314.25,237.87,-87.57,25.3,5776,181,-201,4.554,0.042,-0.168,0.849,0.209,-0.075,292.6904,37.93457,15.708
"2011","CONFIRMED",11.60653061,6.084e-05,-6.084e-05,134.41637,0.00387,-0.00387,0.024,0.436,-0.024,2.194,0.119,-0.119,771.7,50.4,-50.4,1.88,0.07,-0.11,584,27.47,4.07,-4.81,17.8,4703,74,-84,4.582,0.049,-0.017,0.701,0.027,-0.041,292.90161,38.297081,15.701
"2022","CONFIRMED",47.7052566,0.0004697,-0.0004697,146.3164,0.01,-0.01,0.918,0.025,-0.627,5.959,0.251,-0.251,1161.5,58.9,-58.9,2.89,0.12,-0.14,347,3.42,0.58,-0.57,22.8,4551,90,-90,4.609,0.036,-0.018,0.672,0.027,-0.033,294.00543,46.310692,16.22
"2032","CONFIRMED",8.28157072,7.341e-05,-7.341e-05,136.25775,0.00647,-0.00647,0.042,0.407,-0.042,3.1,0.216,-0.216,139.2,12.6,-12.6,1.37,0.21,-0.21,956,197.82,79.31,-63.19,12.9,5640,76,-76,4.288,0.143,-0.104,1.175,0.179,-0.179,296.603,44.14082,14.273
"2033","CONFIRMED",0.82628442,1.441e-06,-1.441e-06,132.26993,0.00148,-0.00148,0.28,0.186,-0.28,0.9603,0.0532,-0.0532,134.9,6.4,-6.4,0.96,0.07,-0.05,1629,1654.69,370.53,-248.94,25.6,5218,73,-83,4.548,0.025,-0.07,0.829,0.063,-0.04,293.13705,42.350479,14.434
"2034","CONFIRMED",6.37705295,3.206e-05,-3.206e-05,136.91384,0.00453,-0.00453,0.234,0.243,-0.234,1.949,0.147,-0.147,502.8,33.8,-33.8,2.15,0.52,-0.21,935,180.66,130.54,-52.88,17.9,5672,160,-200,4.503,0.044,-0.176,0.965,0.233,-0.093,281.59235,43.177879,15.522
"2040","FALSE POSITIVE",2.27050106,1.155e-05,-1.155e-05,133.54216,0.00416,-0.00416,0.473,0.465,-0.262,1.903,0.111,-0.111,106.7,7.6,-7.6,0.55,0.03,-0.03,903,157.05,38.78,-36.72,15.9,4671,139,-153,4.721,0.048,-0.028,0.528,0.028,-0.034,298.41931,45.071442,14.363
"2048","FALSE POSITIVE",1.347512632,1.114e-06,-1.114e-06,132.127858,0.000724,-0.000724,1.252,5.907,-0.034,1.9817,0.03,-0.03,2651.8,34.5,-34.5,23.45,2.46,-2.47,1346,775.18,311.13,-236.82,88.7,5316,186,-186,4.585,0.083,-0.053,0.685,0.072,-0.072,298.77756,44.119942,15.894
"2051","FALSE POSITIVE",18.55581565,8.276e-05,-8.276e-05,132.07105,0.00383,-0.00383,0.073,0.368,-0.073,5.372,0.115,-0.115,565.9,19.5,-19.5,20.83,3.51,-7.62,1793,2442.24,1705.42,-1750.19,33.2,5988,335,-503,2.982,0.273,-0.117,8.841,1.492,-3.232,291.28772,50.909149,13.506
"2052","FALSE POSITIVE",13.33094869,3.699e-05,-3.699e-05,133.78632,0.00228,-0.00228,1.199,6.947,-0.324,1.426,0.133,-0.133,725.6,52,-52,25.95,7.54,-3.47,815,104.37,88.95,-35,17.1,5991,161,-179,4.394,0.105,-0.195,1.039,0.302,-0.139,281.26013,42.40329,14.847
"2063","CONFIRMED",14.8200596,0.0001119,-0.0001119,133.39933,0.00538,-0.00538,0.059,0.367,-0.059,3.902,0.201,-0.201,184.9,10.3,-10.3,0.96,0.06,-0.04,552,21.92,4.66,-3.27,21.9,4825,96,-96,4.603,0.018,-0.045,0.732,0.043,-0.029,294.39105,44.762959,14.146
"2064","CONFIRMED",20.49041,0.0001751,-0.0001751,144.41979,0.00763,-0.00763,0.011,0.44,-0.011,4.369,0.17,-0.17,661.8,33.3,-33.3,2.34,0.67,-0.22,625,36.01,31.47,-10.47,23.3,5681,180,-200,4.524,0.036,-0.204,0.923,0.264,-0.088,296.18829,43.936852,15.93
"2067","FALSE POSITIVE",11.1296971,9.103e-05,-9.103e-05,138.57573,0.00645,-0.00645,0.572,0.383,-0.369,2.942,0.218,-0.218,371,30,-30,1.93,0.62,-0.2,843,119.44,115.92,-36.66,14.7,6122,190,-232,4.487,0.052,-0.208,0.964,0.309,-0.097,296.60141,44.32526,15.859
"2068","CONFIRMED",2.7296036,1.312e-05,-1.312e-05,133.28661,0.00379,-0.00379,0.509,0.428,-0.308,2.721,0.123,-0.123,145.6,8.8,-8.8,1.53,0.26,-0.22,1455,1056.15,466.02,-319.04,18.4,5887,70,-79,4.292,0.12,-0.12,1.235,0.213,-0.175,293.98871,46.718021,15.147
"2070","CONFIRMED",12.7372371,0.0001298,-0.0001298,136.0162,0.00864,-0.00864,0.364,0.083,-0.364,3.358,0.225,-0.225,100.8,9.4,-9.4,0.87,0.09,-0.05,697,55.82,17.76,-9.93,12.9,5420,108,-97,4.502,0.058,-0.078,0.868,0.09,-0.052,294.35092,50.081089,13.463
"2071","CONFIRMED",40.0306267,0.0003401,-0.0003401,148.85882,0.00773,-0.00773,0.322,0.131,-0.322,4.815,0.188,-0.188,214.5,12.8,-12.8,2.01,0.35,-0.38,617,34.19,16.13,-13.41,19.5,5855,104,-116,4.227,0.143,-0.117,1.373,0.235,-0.259,295.84653,49.936131,13.628
"2088","CONFIRMED",3.03267135,1.374e-05,-1.374e-05,134.0668,0.00381,-0.00381,0.238,0.232,-0.238,1.774,0.122,-0.122,42.4,3.2,-3.2,0.6,0.08,-0.04,1187,468.31,187.65,-91.73,15.6,5640,101,-113,4.492,0.045,-0.113,0.921,0.131,-0.061,283.42911,47.59251,12.623
